id	rep	cite	OTName	OTUnit
4217	471	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4218	471	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4229	472	8	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4230	472	8	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4239	473	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4240	473	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4249	474	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4250	474	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4258	475	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4259	475	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4266	476	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4267	476	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4274	477	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4275	477	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4282	478	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4283	478	4	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	respiration	nmol o2 g(DW)^-1 s^-1
4290	479	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4291	479	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4295	480	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4296	480	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4300	481	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4301	481	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4305	482	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4306	482	3	Covey-Crump, E. M., Attwood, R. G., & Atkin, O. K. (2002). Regulation of root respiration in two species of Plantago that differ in relative growth rate: the effect of short- and long-term changes in temperature. Plant, Cell and Environment, 25(11), 1501–1513. doi:10.1046/j.1365-3040.2002.00932.x	root respiration	nmol o2 g(DW)^-1 s^-1
4310	483	sub	Maberly, S. (1985). Photosynthesis by Fontinalis antipyretica. New Phytologist. Retrieved from http://onlinelibrary.wiley.com/doi/10.1111/j.1469-8137.1985.tb02765.x/abstract	gross photosynthesis	micromol o2 g(DW)^-1 h^-1
4311	483	sub	Maberly, S. (1985). Photosynthesis by Fontinalis antipyretica. New Phytologist. Retrieved from http://onlinelibrary.wiley.com/doi/10.1111/j.1469-8137.1985.tb02765.x/abstract	gross photosynthesis	micromol o2 g(DW)^-1 h^-1
4315	484	sub	Maberly, S. (1985). Photosynthesis by Fontinalis antipyretica. New Phytologist. Retrieved from http://onlinelibrary.wiley.com/doi/10.1111/j.1469-8137.1985.tb02765.x/abstract	respiration	micromol o2 g(DW)^-1 h^-1
4316	484	sub	Maberly, S. (1985). Photosynthesis by Fontinalis antipyretica. New Phytologist. Retrieved from http://onlinelibrary.wiley.com/doi/10.1111/j.1469-8137.1985.tb02765.x/abstract	respiration	micromol o2 g(DW)^-1 h^-1
4320	485	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	photosynthesis	microg co2 dm^-2 (both sides) min^-1
4321	485	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	photosynthesis	microg co2 dm^-2 (both sides) min^-1
4331	486	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	respiration	microg co2 dm^-2 (both sides) min^-1
4332	486	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	respiration	microg co2 dm^-2 (both sides) min^-1
4343	487	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	photosynthesis	microg co2 dm^-2 (both sides) min^-1
4344	487	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	photosynthesis	microg co2 dm^-2 (both sides) min^-1
4352	488	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	respiration	microg co2 dm^-2 (both sides) min^-1
4353	488	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	respiration	microg co2 dm^-2 (both sides) min^-1
4363	489	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	photosynthesis	microg co2 dm^-2 (both sides) min^-1
4364	489	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	photosynthesis	microg co2 dm^-2 (both sides) min^-1
4370	490	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	respiration	microg co2 dm^-2 (both sides) min^-1
4371	490	sub	Hellmuth, E. (1967). A method of determining true values for photosynthesis and respiration under field conditions. Flora B. Retrieved from http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:A+method+of+determining+true+values+for+photosynthesis+and+respiration+under+field+conditions#0	respiration	microg co2 dm^-2 (both sides) min^-1
4384	491	2	Vose, J. M., & Bolstad, P. V. (1999). Challenges to modelling NPP in diverse eastern deciduous forests: species-level comparisons of foliar respiration responses to temperature and nitrogen. Ecological Modelling, 122(3), 165–174. doi:10.1016/S0304-3800(99)00136-2	Area-based respiration rate	micromol m^-2 s^-1
4385	491	2	Vose, J. M., & Bolstad, P. V. (1999). Challenges to modelling NPP in diverse eastern deciduous forests: species-level comparisons of foliar respiration responses to temperature and nitrogen. Ecological Modelling, 122(3), 165–174. doi:10.1016/S0304-3800(99)00136-2	Area-based respiration rate	micromol m^-2 s^-1
