id	cite	CTaxa	RTaxa	RDenUnit
3300	40065	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Eurytemora affinis (Poppe 1880)	Individuals per liter
3320	40066	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Pleopsis polyphemoides (Leuckart 1859)	Individuals per liter
3321	40066	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Pleopsis polyphemoides (Leuckart 1859)	Individuals per liter
3336	40067	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Bosmina longispina Leydig 1860	Individuals per liter
3337	40067	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Bosmina longispina Leydig 1860	Individuals per liter
3361	40068	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3362	40068	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3367	40069	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3368	40069	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3373	40070	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3374	40070	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3379	40071	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3380	40071	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3385	40072	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3386	40072	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3391	40073	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3392	40073	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3397	40074	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3398	40074	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3403	40075	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3404	40075	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3409	40076	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3410	40076	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3415	40077	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3416	40077	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Daphnia spp.	Individuals per liter
3421	40078	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3422	40078	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3427	40079	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3428	40079	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3433	40080	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3434	40080	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3439	40081	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3440	40081	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3445	40082	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3446	40082	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3451	40083	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3452	40083	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3457	40084	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3458	40084	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3463	40085	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3464	40085	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3469	40086	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3470	40086	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3475	40087	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3476	40087	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Chironomus spp.	Individuals per square meter
3481	40088	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Cyprinus carpio Linnaeus 1758	Individuals per cubic meter
3482	40088	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Cyprinus carpio Linnaeus 1758	Individuals per cubic meter
3487	40089	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Cyprinus carpio Linnaeus 1758	Individuals per cubic meter
3488	40089	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Cyprinus carpio Linnaeus 1758	Individuals per cubic meter
3493	40090	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3494	40090	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3499	40091	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3500	40091	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3505	40092	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3506	40092	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3511	40093	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3512	40093	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3517	40094	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3518	40094	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3523	40095	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3524	40095	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3529	40096	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3530	40096	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3535	40097	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3536	40097	Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.	Sander vitreus (Mitchill 1818)	Lepomis macrochirus Rafinesque 1819	Individuals per cubic meter
3541	40098	Wong M. C. and M. A. Barbeau. 2005. Prey selection and the functional response of sea stars (Asterias vulgaris Verrill) and rock crabs (Cancer irroratus Say) preying on juvenile sea scallops (Placopecten magellanicus (Gmelin)) and blue mussels (Mytilus edulis Linnaeus). Journal of Experimental Marine Biology and Ecology 327:1-21.	Cancer irroratus Say 1817	Placopecten magellanicus (Gmelin 1791)	Individuals per arena
3542	40098	Wong M. C. and M. A. Barbeau. 2005. Prey selection and the functional response of sea stars (Asterias vulgaris Verrill) and rock crabs (Cancer irroratus Say) preying on juvenile sea scallops (Placopecten magellanicus (Gmelin)) and blue mussels (Mytilus edulis Linnaeus). Journal of Experimental Marine Biology and Ecology 327:1-21.	Cancer irroratus Say 1817	Placopecten magellanicus (Gmelin 1791)	Individuals per arena
3565	40099	Wong M. C. M. A. Barbeau M. Dowd and K. R. Richard. 2006. Behavioural mechanisms underlying functional response of sea stars Asterias vulgaris preying on juvenile sea scallops Placopecten magellanicus. Marine Ecology-Progress Series 317:75-86.	Asterias vulgaris Verrill	Placopecten magellanicus (Gmelin 1791)	Individuals per arena
3566	40099	Wong M. C. M. A. Barbeau M. Dowd and K. R. Richard. 2006. Behavioural mechanisms underlying functional response of sea stars Asterias vulgaris preying on juvenile sea scallops Placopecten magellanicus. Marine Ecology-Progress Series 317:75-86.	Asterias vulgaris Verrill	Placopecten magellanicus (Gmelin 1791)	Individuals per arena
3605	40100	Wong M. C. and M. A. Barbeau. 2006. Rock crab predation of juvenile sea scallops: the functional response and its implications for bottom culture. Aquaculture International 14:355-376.	Cancer irroratus Say 1817	Placopecten magellanicus (Gmelin 1791)	Individuals per square meter
3606	40100	Wong M. C. and M. A. Barbeau. 2006. Rock crab predation of juvenile sea scallops: the functional response and its implications for bottom culture. Aquaculture International 14:355-376.	Cancer irroratus Say 1817	Placopecten magellanicus (Gmelin 1791)	Individuals per square meter
3645	40101	Gamez-Virues S. and A. Eben. 2005. Predatory behavior of Repipta flavicans Stal (Hemiptera : Reduviidae) a natural enemy of Diabroticina (Coleoptera : Chrysomelidae). Proceedings of the Entomological Society of Washington 107:642-651.	Repipta flavicans (Amyot and Serville 1843)	Acalymma blomorum Munroe and Smith	Individuals per arena
3646	40101	Gamez-Virues S. and A. Eben. 2005. Predatory behavior of Repipta flavicans Stal (Hemiptera : Reduviidae) a natural enemy of Diabroticina (Coleoptera : Chrysomelidae). Proceedings of the Entomological Society of Washington 107:642-651.	Repipta flavicans (Amyot and Serville 1843)	Acalymma blomorum Munroe and Smith	Individuals per arena
3717	40102	Fussmann G. E. G. Weithoff and T. Yoshida. 2005. A direct experimental test of resource vs. consumer dependence. Ecology 86:2924-2930.	Brachionus calyciflorus Pallas 1766	Monoraphidium minutum (Ngeli) Komrkov-legnerov 1969	Individuals per milliliter
3718	40102	Fussmann G. E. G. Weithoff and T. Yoshida. 2005. A direct experimental test of resource vs. consumer dependence. Ecology 86:2924-2930.	Brachionus calyciflorus Pallas 1766	Monoraphidium minutum (Ngeli) Komrkov-legnerov 1969	Individuals per milliliter
3818	40103	O'Donoghue M. S. Boutin C. J. Krebs G. Zuleta D. L. Murray and E. J. Hofer. 1998. Functional responses of coyotes and lynx to the snowshoe hare cycle. Ecology 79:1193-1208.	Canis latrans Say 1823	Lepus americanus Erxleben 1777	Individuals per 100 ha
3819	40103	O'Donoghue M. S. Boutin C. J. Krebs G. Zuleta D. L. Murray and E. J. Hofer. 1998. Functional responses of coyotes and lynx to the snowshoe hare cycle. Ecology 79:1193-1208.	Canis latrans Say 1823	Lepus americanus Erxleben 1777	Individuals per 100 ha
3826	40104	O'Donoghue M. S. Boutin C. J. Krebs G. Zuleta D. L. Murray and E. J. Hofer. 1998. Functional responses of coyotes and lynx to the snowshoe hare cycle. Ecology 79:1193-1208.	Lynx canadensis Kerr 1792	Lepus americanus Erxleben 1777	Individuals per 100 ha
3827	40104	O'Donoghue M. S. Boutin C. J. Krebs G. Zuleta D. L. Murray and E. J. Hofer. 1998. Functional responses of coyotes and lynx to the snowshoe hare cycle. Ecology 79:1193-1208.	Lynx canadensis Kerr 1792	Lepus americanus Erxleben 1777	Individuals per 100 ha
3834	40105	Revilla E. and F. Palomares. 2002. Does local feeding specialization exist in Eurasian badgers? Canadian Journal of Zoology-Revue Canadienne De Zoologie 80:83-93.	Crangon crangon (Linnaeus 1758)	Pleuronectes platessa DO	Individuals per square meter
3835	40105	Revilla E. and F. Palomares. 2002. Does local feeding specialization exist in Eurasian badgers? Canadian Journal of Zoology-Revue Canadienne De Zoologie 80:83-93.	Crangon crangon (Linnaeus 1758)	Pleuronectes platessa DO	Individuals per square meter
3840	40106	Rossi M. N. C. Reigada and W. A. C. Godoy. 2006. The role of habitat heterogeneity for the functional response of the spider Nesticodes rufipes (Araneae : Theridiidae) to houseflies. Applied Entomology and Zoology 41:419-427.	Nesticodes rufipes (Lucas 1846)	Musca domestica Linnaeus 1758	Individuals per arena
3841	40106	Rossi M. N. C. Reigada and W. A. C. Godoy. 2006. The role of habitat heterogeneity for the functional response of the spider Nesticodes rufipes (Araneae : Theridiidae) to houseflies. Applied Entomology and Zoology 41:419-427.	Nesticodes rufipes (Lucas 1846)	Musca domestica Linnaeus 1758	Individuals per arena
3845	40107	Denno R. F. M. S. Mitter G. A. Langellotto C. Gratton and D. L. Finke. 2004. Interactions between a hunting spider and a web-builder: consequences of intraguild predation and cannibalism for prey suppression. Ecological Entomology 29:566-577.	Grammonota trivittata Banks 1895	Prokelisia spp.	Individuals per arena
3846	40107	Denno R. F. M. S. Mitter G. A. Langellotto C. Gratton and D. L. Finke. 2004. Interactions between a hunting spider and a web-builder: consequences of intraguild predation and cannibalism for prey suppression. Ecological Entomology 29:566-577.	Grammonota trivittata Banks 1895	Prokelisia spp.	Individuals per arena
3850	40108	Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.	Crangon crangon (Linnaeus 1758)	Macoma balthica (Linnaeus 1758)	Individuals per arena
3851	40108	Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.	Crangon crangon (Linnaeus 1758)	Macoma balthica (Linnaeus 1758)	Individuals per arena
3913	40109	Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.	Crangon crangon (Linnaeus 1758)	Macoma balthica (Linnaeus 1758)	Individuals per arena
3914	40109	Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.	Crangon crangon (Linnaeus 1758)	Macoma balthica (Linnaeus 1758)	Individuals per arena
3983	40110	Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.	Crangon crangon (Linnaeus 1758)	Macoma balthica (Linnaeus 1758)	Individuals per arena
3984	40110	Andresen H. and J. van der Meer. 2010. Brown shrimp (Crangon crangon L.) functional response to density of different sized juvenile bivalves Macoma balthica (L.). Journal of Experimental Marine Biology and Ecology 390:31-38.	Crangon crangon (Linnaeus 1758)	Macoma balthica (Linnaeus 1758)	Individuals per arena
4055	40111	[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.	Notonecta maculata Fabricius 1794	Daphnia magna Straus 1820	Individuals per arena
4056	40111	[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.	Notonecta maculata Fabricius 1794	Daphnia magna Straus 1820	Individuals per arena
4061	40112	Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.	Alosa pseudoharengus (Wilson 1811)	Artemia spp.	individuals per Liter
4062	40112	Miller T. J. L. B. Crowder J. A. Rice and F. P. Binkowski. 1992. BODY SIZE AND THE ONTOGENY OF THE FUNCTIONAL-RESPONSE IN FISHES. Canadian Journal of Fisheries and Aquatic Sciences 49:805-812.	Alosa pseudoharengus (Wilson 1811)	Artemia spp.	individuals per Liter
4066	351	Deason E.E. 1980. Grazing of Acartia hudsonica (A. clausi) on Skeletonema costatum in Narragansett Bay (USA): influence of food concentration and temperature. Marine Biology 60 101-113.	Acartia hudsonica Pinhey 1926	Skeletonema costatum (Greville) Cleve ????	individual per milliliter (1)
4067	351	Deason E.E. 1980. Grazing of Acartia hudsonica (A. clausi) on Skeletonema costatum in Narragansett Bay (USA): influence of food concentration and temperature. Marine Biology 60 101-113.	Acartia hudsonica Pinhey 1926	Skeletonema costatum (Greville) Cleve ????	individual per milliliter (1)
4087	814	Eggleston D.B. 1990. Behavioural mechanisms underlying variable functional responses of blue crabs Callinectes sapidus feeding on juvenile oysters Crassostrea virginica. Journal of Animal Ecology 59 615-630.	Callinectes sapidus Rathbun 1896	Crassostrea virginica (Gmelin 1791)	individual per arena (1)
4088	814	Eggleston D.B. 1990. Behavioural mechanisms underlying variable functional responses of blue crabs Callinectes sapidus feeding on juvenile oysters Crassostrea virginica. Journal of Animal Ecology 59 615-630.	Callinectes sapidus Rathbun 1896	Crassostrea virginica (Gmelin 1791)	individual per arena (1)
4096	71	Gresens S.E. M.L. Cothran & J.H. Thorp. 1982. The influence of temperature on the functional response of the dragonfly Celithemis fasciata (Odonata: Libellulidae). Oecologia 53 281:284.	Celithemis fasciata Kirby 1889	Chironomus tentans Fabricius 1805	individual per arena (1)
4097	71	Gresens S.E. M.L. Cothran & J.H. Thorp. 1982. The influence of temperature on the functional response of the dragonfly Celithemis fasciata (Odonata: Libellulidae). Oecologia 53 281:284.	Celithemis fasciata Kirby 1889	Chironomus tentans Fabricius 1805	individual per arena (1)
